"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Interdistrict School for Arts and Communication District","","2015-2016","Female","Chronically Absent Students","Percent","6.2"
"Interdistrict School for Arts and Communication District","","2015-2016","Male","Chronically Absent Students","Percent","8.3"
"Jumoke Academy District","","2011-2012","Female","Chronically Absent Students","Percent","3.1"
"Jumoke Academy District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Jumoke Academy District","","2012-2013","Female","Chronically Absent Students","Percent","5.7"
"Jumoke Academy District","","2012-2013","Male","Chronically Absent Students","Percent","6.5"
"Jumoke Academy District","","2013-2014","Female","Chronically Absent Students","Percent","5.4"
"Jumoke Academy District","","2013-2014","Male","Chronically Absent Students","Percent","7.1"
"Jumoke Academy District","","2014-2015","Female","Chronically Absent Students","Percent","8.1"
"Jumoke Academy District","","2014-2015","Male","Chronically Absent Students","Percent","7.5"
"Jumoke Academy District","","2015-2016","Female","Chronically Absent Students","Percent","5.9"
"Jumoke Academy District","","2015-2016","Male","Chronically Absent Students","Percent","6.8"
"Kent School District","","2011-2012","Female","Chronically Absent Students","Percent","4.9"
"Kent School District","","2011-2012","Male","Chronically Absent Students","Percent","8.5"
"Kent School District","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Kent School District","","2012-2013","Male","Chronically Absent Students","Percent","4.2"
"Kent School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Kent School District","","2013-2014","Male","Chronically Absent Students","Percent","4.1"
"Kent School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Kent School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Kent School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Kent School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Killingly School District","901540500","2011-2012","Female","Chronically Absent Students","Percent","15.1"
"Killingly School District","901540500","2011-2012","Male","Chronically Absent Students","Percent","13.3"
"Killingly School District","901540500","2012-2013","Female","Chronically Absent Students","Percent","16.2"
"Killingly School District","901540500","2012-2013","Male","Chronically Absent Students","Percent","16.1"
"Killingly School District","901540500","2013-2014","Female","Chronically Absent Students","Percent","11.9"
"Killingly School District","901540500","2013-2014","Male","Chronically Absent Students","Percent","13.6"
"Killingly School District","901540500","2014-2015","Female","Chronically Absent Students","Percent","9.7"
"Killingly School District","901540500","2014-2015","Male","Chronically Absent Students","Percent","9.8"
"Killingly School District","901540500","2015-2016","Female","Chronically Absent Students","Percent","11.2"
"Killingly School District","901540500","2015-2016","Male","Chronically Absent Students","Percent","11.4"
"LEARN","","2011-2012","Female","Chronically Absent Students","Percent","15.5"
"LEARN","","2011-2012","Male","Chronically Absent Students","Percent","13.5"
"LEARN","","2012-2013","Female","Chronically Absent Students","Percent","36.5"
"LEARN","","2012-2013","Male","Chronically Absent Students","Percent","26.6"
"LEARN","","2013-2014","Female","Chronically Absent Students","Percent","19.0"
"LEARN","","2013-2014","Male","Chronically Absent Students","Percent","13.2"
"LEARN","","2014-2015","Female","Chronically Absent Students","Percent","18.3"
"LEARN","","2014-2015","Male","Chronically Absent Students","Percent","13.4"
"LEARN","","2015-2016","Female","Chronically Absent Students","Percent","11.5"
"LEARN","","2015-2016","Male","Chronically Absent Students","Percent","8.7"
"Lebanon School District","901142390","2011-2012","Female","Chronically Absent Students","Percent","10.7"
"Lebanon School District","901142390","2011-2012","Male","Chronically Absent Students","Percent","9.2"
"Lebanon School District","901142390","2012-2013","Female","Chronically Absent Students","Percent","15.1"
"Lebanon School District","901142390","2012-2013","Male","Chronically Absent Students","Percent","10.4"
"Lebanon School District","901142390","2013-2014","Female","Chronically Absent Students","Percent","9.2"
"Lebanon School District","901142390","2013-2014","Male","Chronically Absent Students","Percent","6.2"
"Lebanon School District","901142390","2014-2015","Female","Chronically Absent Students","Percent","8.0"
"Lebanon School District","901142390","2014-2015","Male","Chronically Absent Students","Percent","7.2"
"Lebanon School District","901142390","2015-2016","Female","Chronically Absent Students","Percent","6.3"
"Lebanon School District","901142390","2015-2016","Male","Chronically Absent Students","Percent","6.6"
"Ledyard School District","901142600","2011-2012","Female","Chronically Absent Students","Percent","8.5"
"Ledyard School District","901142600","2011-2012","Male","Chronically Absent Students","Percent","7.9"
"Ledyard School District","901142600","2012-2013","Female","Chronically Absent Students","Percent","8.4"
"Ledyard School District","901142600","2012-2013","Male","Chronically Absent Students","Percent","8.4"
"Ledyard School District","901142600","2013-2014","Female","Chronically Absent Students","Percent","5.5"
"Ledyard School District","901142600","2013-2014","Male","Chronically Absent Students","Percent","5.8"
"Ledyard School District","901142600","2014-2015","Female","Chronically Absent Students","Percent","3.6"
"Ledyard School District","901142600","2014-2015","Male","Chronically Absent Students","Percent","3.6"
"Ledyard School District","901142600","2015-2016","Female","Chronically Absent Students","Percent","7.6"
"Ledyard School District","901142600","2015-2016","Male","Chronically Absent Students","Percent","6.9"
"Lisbon School District","","2011-2012","Female","Chronically Absent Students","Percent","8.0"
"Lisbon School District","","2011-2012","Male","Chronically Absent Students","Percent","4.5"
"Lisbon School District","","2012-2013","Female","Chronically Absent Students","Percent","7.3"
"Lisbon School District","","2012-2013","Male","Chronically Absent Students","Percent","8.2"
"Lisbon School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Lisbon School District","","2013-2014","Male","Chronically Absent Students","Percent","6.5"
"Lisbon School District","","2014-2015","Female","Chronically Absent Students","Percent","5.4"
"Lisbon School District","","2014-2015","Male","Chronically Absent Students","Percent","7.4"
"Lisbon School District","","2015-2016","Female","Chronically Absent Students","Percent","4.5"
"Lisbon School District","","2015-2016","Male","Chronically Absent Students","Percent","5.5"
"Litchfield School District","900543370","2011-2012","Female","Chronically Absent Students","Percent","6.8"
"Litchfield School District","900543370","2011-2012","Male","Chronically Absent Students","Percent","6.9"
"Litchfield School District","900543370","2012-2013","Female","Chronically Absent Students","Percent","8.3"
"Litchfield School District","900543370","2012-2013","Male","Chronically Absent Students","Percent","7.4"
"Litchfield School District","900543370","2013-2014","Female","Chronically Absent Students","Percent","7.5"
"Litchfield School District","900543370","2013-2014","Male","Chronically Absent Students","Percent","7.3"
"Litchfield School District","900543370","2014-2015","Female","Chronically Absent Students","Percent","6.1"
"Litchfield School District","900543370","2014-2015","Male","Chronically Absent Students","Percent","6.5"
"Litchfield School District","900543370","2015-2016","Female","Chronically Absent Students","Percent","6.7"
"Litchfield School District","900543370","2015-2016","Male","Chronically Absent Students","Percent","11.3"
"Madison School District","900944560","2011-2012","Female","Chronically Absent Students","Percent","4.4"
"Madison School District","900944560","2011-2012","Male","Chronically Absent Students","Percent","3.8"
"Madison School District","900944560","2012-2013","Female","Chronically Absent Students","Percent","3.6"
